DB00006	P00734
DB05676	Q08499
DB05676	P27815
DB05676	Q07343
DB05676	P01375
DB05676	P60568
DB05676	P01579
DB05676	P29474
DB05812	P05093
DB05990	Q96RI1
DB06016	P35462
DB06016	P14416
DB06016	P08908
DB06016	P41595
DB06016	P28223
DB06016	P35367
DB06144	P14416
DB06144	P28223
DB06144	P28335
DB06144	P50406
DB06144	Q12809
DB06144	P35348
DB06144	P35368
DB06144	P25100
DB06148	P08913
DB06148	P28223
DB06148	P28335
DB06148	P35367
DB06148	P23975
DB06148	P31645
DB06148	Q9H3N8
DB06148	P08908
DB06148	P18825
DB06148	P41595
DB06148	P30939
DB06148	P18089
DB06148	P35462
DB06148	P41145
DB06148	Q01959
DB06148	P34969
DB06148	P14416
DB06148	P50406
DB06148	P35348
DB06148	P35368
DB06148	P25100
DB06148	P21728
DB06148	P21918
DB06151	P48637
DB06151	Q9UPY5
DB06151	Q03154
DB06151	O14920
DB06151	O15111
DB06151	Q13224
DB06151	Q05586
DB06151	Q12879
DB06151	O15399
DB06151	Q8TCU5
DB06155	P21554
DB06155	Q9Y2T6
DB06176	Q13547
DB06176	Q92769
DB06176	P56524
DB06176	Q9UBN7
DB06176	P33527
DB06196	P30411
DB06196	P15144
DB06201	P41594
DB06201	Q15858
DB06202	P03372
DB06202	Q92731
DB06202	P34972
DB06203	P27487
DB06204	P35372
DB06204	P23975
DB06204	P41145
DB06204	P41143
DB06204	P46098
DB06204	P31645
DB06207	P35348
DB06207	P35368
DB06207	P25100
DB06209	Q9H244
DB06210	P40238
DB06212	P30518
DB06212	P37288
DB06213	P29274
DB06216	P14416
DB06216	P28223
DB06216	P08908
DB06216	P28222
DB06216	P41595
DB06216	P28335
DB06216	P47898
DB06216	P50406
DB06216	P34969
DB06216	P08913
DB06216	P18089
DB06216	P18825
DB06216	P35348
DB06216	P21728
DB06216	P35462
DB06216	P21917
DB06216	P35367
DB06216	P25021
DB06216	P08588
DB06216	P07550
DB06217	Q14524
DB06217	P22460
DB06217	Q9UK17
DB06217	Q12809
DB06218	Q15858
DB06218	Q9NY46
DB06218	Q9Y5Y9
DB06228	P00742
DB06237	O76074
DB06243	P11926
DB06262	P35348
DB06262	P35368
DB06262	P25100
DB06262	P08913
DB06262	P18089
DB06262	P18825
DB06262	P08588
DB06262	P07550
DB06262	P13945
DB06262	P00439
DB06263	P11388
DB06267	O76074
DB06268	P25101
DB06268	P24530
DB06274	P35372
DB06274	P41145
DB06274	P41143
DB06282	P35367
DB06287	P42345
DB06288	P14416
DB06288	P35462
DB06288	P34969
DB06288	P28223
DB06292	P31639
DB06335	P27487
DB06401	P03372
DB06401	Q92731
DB06403	P25101
DB06403	P24530
DB06410	P11473
DB06412	P10275
DB06412	P16860
DB06413	Q01959
DB06441	Q9H244
DB06480	Q13639
DB06589	P17948
DB06589	P35968
DB06589	P35916
DB06589	P16234
DB06589	P09619
DB06589	P10721
DB06589	P22607
DB06589	Q08881
DB06589	P05230
DB06589	Q9UQQ2
DB06594	P28335
DB06594	P48039
DB06594	P49286
DB06595	P17252
DB06595	P35968
DB06595	P10721
DB06595	P16234
DB06595	P09619
DB06595	P36888
DB06603	Q13547
DB06603	Q969S8
DB06603	Q96DB2
DB06603	Q92769
DB06603	O15379
DB06603	P56524
DB06603	Q9UQL6
DB06603	Q9UBN7
DB06603	Q8WUI4
DB06603	Q9BY41
DB06603	Q9UKV0
DB06605	P00742
DB06616	P11274
DB06616	P00519
DB06616	P07948
DB06616	P08631
DB06616	P12931
DB06616	P24941
DB06616	Q02750
DB06616	P36507
DB06616	Q9Y2U5
DB06616	Q13555
DB06623	P08913
DB06626	P17948
DB06626	P35968
DB06626	P35916
DB06637	Q09470
DB06637	P16389
DB06637	P22001
DB06637	P22459
DB06637	P22460
DB06637	P17658
DB06637	Q96RP8
DB06637	Q16322
DB06637	Q14721
DB06637	Q92953
DB06637	P48547
DB06637	Q96PR1
DB06637	Q14003
DB06637	Q9NSA2
DB06637	Q9NZV8
DB06637	Q9UK17
DB06654	P27338
DB06663	P30872
DB06663	P30874
DB06663	P32745
DB06663	P35346
DB06684	P08908
DB06689	P00748
DB06691	P35367
DB06694	P35348
DB06694	P08913
DB06694	P18089
DB06694	P35368
DB06694	P25100
DB06694	P18825
DB06695	P00734
DB06698	P35367
DB06698	Q9Y5N1
DB06699	P30968
DB06700	P31645
DB06700	P23975
DB06701	Q01959
DB06701	P23975
DB06701	P31645
DB06702	P20309
DB06702	P08173
DB06702	P11229
DB06702	P08172
DB06702	P08912
DB06706	P35348
DB06706	Q05940
DB06707	P08913
DB06707	P18089
DB06707	P18825
DB06709	P20309
DB06710	P10275
DB06710	P03372
DB06711	P35348
DB06711	P08913
DB06712	Q13936
DB06712	P54289
DB06712	Q08289
DB06712	Q01668
DB06712	Q13698
DB06712	Q8IZS8
DB06713	P06401
DB06713	P02768
DB06713	P10275
DB06714	Q05940
DB06714	Q96RJ0
DB06716	P47870
DB06716	P28472
DB06725	P23219
DB06725	P35354
DB06730	Q6QNK2
DB06736	P35354
DB06736	P23219
DB06738	P35372
DB06738	P41145
DB06738	P41143
DB06738	Q05586
DB06738	Q12879
DB06738	Q13224
DB06738	Q14957
DB06738	O15399
DB06738	Q8TCU5
DB06738	O60391
DB06739	P21731
DB06751	P27815
DB06751	Q13936
DB06756	P10415
DB06757	P50213
DB06757	P51553
DB06757	Q15750
DB06757	P05089
DB06757	P02787
DB06764	P35348
DB06766	P35367
DB06772	P68366
DB06772	Q9H4B7
DB06774	Q8NER1
DB06774	Q99623
DB06775	P31327
DB06777	Q96RI1
DB06777	O75469
DB06777	Q8TDU6
DB06777	P52895
DB06781	P04150
DB06782	P05067
DB06785	P30968
DB06786	Q99835
DB06787	P11229
DB06787	P08172
DB06787	P20309
DB06787	P08173
DB06788	P30968
DB06789	P06401
DB06791	P30874
DB06791	P35346
DB06795	P23280
DB06800	P35372
DB06800	P41145
DB06802	P23219
DB06802	P35354
DB06809	P61073
DB06813	P00374
DB06813	P04818
DB06825	P30968
DB07615	O60760
DB08439	P35354
DB08439	P02788
DB08604	O75469
DB08604	P10275
DB08604	Q14994
DB08604	P37231
DB08604	P07202
DB08799	P35367
DB08800	P35367
DB08801	P35367
DB08801	P08172
DB08802	P35367
DB08804	P10275
DB08806	P25021
DB08807	P08588
DB08807	P07550
DB08807	P08908
DB08807	P28222
DB08807	P13945
DB08808	P08588
DB08808	P07550
DB08808	P13945
DB08810	P08908
DB08810	P28223
DB08810	Q13639
DB08811	P27815
DB08811	Q9Y233
DB08811	Q14432
DB08811	O00408
DB08814	P23219
DB08814	P19838
DB08814	P35228
DB08814	Q9Y233
DB08815	P14416
DB08815	P28223
DB08815	P34969
DB08815	P08908
DB08815	P18825
DB08815	P08913
DB08816	Q9H244
DB08818	P16070
DB08818	P05362
DB08818	O75330
DB08818	O14594
DB08818	P13611
DB08818	Q07021
DB08818	P10915
DB08818	Q86UW8
DB08818	Q14520
DB08818	Q6UX15
DB08818	Q8WWQ8
DB08818	P98066
DB08818	Q9BZV3
DB08818	Q5JVS0
DB08819	P43088
DB08820	P13569
DB08822	P30556
DB08827	P55157
DB08828	Q99835
DB08835	Q04609
DB08860	P04035
DB08864	O75469
DB08865	Q9UM73
DB08865	P08581
DB08867	P06401
DB08867	P04150
DB08867	P10275
DB08868	Q9H228
DB08868	Q13547
DB08869	Q02643
DB08871	P10415
DB08871	Q9H4B7
DB08872	P54289
DB08872	Q9NY47
DB08875	P08581
DB08875	P35968
DB08875	P07949
DB08877	P23458
DB08877	O60674
DB08880	Q02127
DB08881	P15056
DB08882	P27487
DB08883	P42261
DB08889	P28074
DB08889	P28062
DB08889	P20618
DB08889	P28065
DB08889	P49721
DB08889	P40306
DB08890	P25092
DB08893	P13945
DB08895	P23458
DB08895	O60674
DB08895	P52333
DB08895	P29597
DB08896	P17948
DB08896	P35968
DB08896	P35916
DB08896	P10721
DB08896	P16234
DB08896	P09619
DB08896	P11362
DB08896	P21802
DB08896	Q02763
DB08896	Q16832
DB08896	P04629
DB08896	P29317
DB08896	P04049
DB08896	P15056
DB08896	Q15759
DB08896	P42685
DB08896	P00519
DB08896	P07949
DB08897	P11229
DB08897	P08172
DB08897	P20309
DB08897	P08173
DB08897	P08912
DB08899	P10275
DB08901	P00519
DB08901	P11274
DB08901	P10721
DB08901	P07949
DB08901	Q02763
DB08901	P36888
DB08901	P11362
DB08901	P21802
DB08901	P22607
DB08901	P22455
DB08901	P06239
DB08901	P12931
DB08901	P07948
DB08901	P35968
DB08901	P16234
DB08906	P04150
DB08907	P31639
DB08907	P13866
DB08908	Q14145
DB08908	Q04206
DB08910	Q96SW2
DB08910	P01375
DB08910	P35354
DB08911	Q02750
DB08911	P36507
DB08912	P15056
DB08912	P04049
DB08912	P57059
DB08912	Q8NG66
DB08912	P53667
DB08916	P00533
DB08916	P04626
DB08916	Q15303
DB08918	P31645
DB08918	P23975
DB08922	P28223
DB08922	P14416
DB08922	P08908
DB08922	P35367
DB08922	P21917
DB08922	P35348
DB08922	P35368
DB08922	P25100
DB08931	P33402
DB08932	P25101
DB08932	P24530
DB08936	P35367
DB08954	Q05586
DB08954	Q13224
DB08964	P43116
DB08964	P43115
DB08995	P35869
DB08996	P22303
DB09006	Q07869
DB09006	P37231
DB09006	Q03181
DB09014	P28335
DB09014	Q99720
DB09014	P35462
DB09016	P31645
DB09016	P35367
DB09016	P28223
DB09018	P14416
DB09026	P00797
DB09028	P43681
DB09028	P36544
DB09028	P32297
DB09028	Q15825
DB09028	P17787
DB09030	P25116
DB09031	P08183
DB09034	O43613
DB09034	O43614
DB09038	P31639
DB09039	Q16739
DB09047	P11388
DB09048	P25103
DB09049	P35372
DB09053	Q06187
DB09063	Q9UM73
DB09067	P34998
DB09068	P31645
DB09068	P46098
DB09068	P34969
DB09068	P28222
DB09068	P08908
DB09068	P08588
DB09069	P09110
DB09070	P03372
DB09071	P48039
DB09071	P49286
DB09073	P11802
DB09073	Q00534
DB09074	P09874
DB09074	Q9UGN5
DB09074	Q9Y6F1
DB09075	P00742
DB09076	P11229
DB09076	P08172
DB09076	P20309
DB09076	P08173
DB09076	P08912
DB09078	P17948
DB09078	P35968
DB09078	P35916
DB09078	P11362
DB09078	P21802
DB09078	P22607
DB09078	P22455
DB09078	P10721
DB09079	P17948
DB09079	P35968
DB09079	P35916
DB09079	P11362
DB09079	P21802
DB09079	P22607
DB09079	P36888
DB09079	P06239
DB09079	P07948
DB09079	P12931
DB09080	P07550
DB09082	P07550
DB09085	P21817
DB09085	Q92736
DB09086	P03372
DB09086	Q92731
DB09086	P10275
DB09086	Q8NET8
DB09089	P35372
DB09089	Q13936
DB09089	Q01668
DB09089	O60840
DB09089	Q13698
DB09089	Q02641
DB09089	Q08289
DB09089	P54284
DB09089	O00305
DB09089	Q12791
DB09089	Q16558
DB09089	Q9Y691
DB09089	Q9NPA1
DB09089	Q86W47
DB09089	O15554
DB09089	Q9H2S1
DB09089	Q9UGI6
DB09089	O43497
DB09089	O95180
DB09089	Q9P0X4
DB09090	Q13698
DB09097	P14416
DB09097	P21728
DB09097	P21918
DB09112	P69905
DB09112	P68871
DB09112	P02144
DB09118	P14867
DB09118	P47869
DB09118	P34903
DB09118	P48169
DB09118	P31644
DB09118	Q16445
DB09118	P18505
DB09118	P47870
DB09118	P28472
DB09118	O14764
DB09118	P78334
DB09118	Q8N1C3
DB09118	P18507
DB09118	Q99928
DB09118	O00591
DB09118	Q9UN88
DB09118	P00338
DB09118	P07195
DB09119	Q99571
DB09120	Q8NER1
DB09123	P06401
DB09123	P10275
DB09128	P08908
DB09128	P14416
DB09128	P28223
DB09128	P18825
DB09128	P35368
DB09129	P06213
DB09130	P05067
DB09130	P23526
DB09130	P62807
DB09130	P04406
DB09130	P15531
DB09130	P10412
DB09130	Q06830
DB09130	P05109
DB09130	P08865
DB09130	P63261
DB09130	P06733
DB09130	P68104
DB09130	P05787
DB09130	P07237
DB09130	P30101
DB09130	P10809
DB09130	P48723
DB09130	P11021
DB09130	P14625
DB09130	P02787
DB09130	P15880
DB09130	Q07955
DB09130	P22626
DB09130	P31943
DB09130	P31942
DB09130	P14866
DB09130	P23246
DB09130	Q15428
DB09130	P63244
DB09130	P12814
DB09130	Q03154
DB09130	P09525
DB09130	P08758
DB09130	P27797
DB09130	P14618
DB09130	P14550
DB09130	P00387
DB09130	P00390
DB09130	P29401
DB09130	P32119
DB09130	P30041
DB09130	P62937
DB09130	P11142
DB09130	P07900
DB09130	Q15185
DB09130	P31948
DB09130	P56537
DB09130	P60842
DB09130	P06744
DB09130	P00338
DB09130	P00558
DB09130	Q13748
DB09130	P07437
DB09130	P23528
DB09130	P31946
DB09130	P17174
DB09130	P48637
DB09130	P51858
DB09130	P50213
DB09130	O00299
DB09130	Q06323
DB09130	P30086
DB09130	P18669
DB09130	P43487
DB09130	O60701
DB09130	P61769
DB09130	O75880
DB09130	F7VJQ1
DB09130	P23415
DB09130	P42858
DB09130	Q96FI4
DB09130	Q969S2
DB09130	Q6MZM0
DB09130	P05121
DB09130	P29034
DB09130	P26447
DB09130	P37840
DB09130	P23560
DB09130	Q99497
DB09130	P10997
DB09130	Q9UHF0
DB09130	P04217
DB09130	P43652
DB09130	P01019
DB09130	P02765
DB09130	P02743
DB09130	P02647
DB09130	P02652
DB09130	P06727
DB09130	Q0VD83
DB09130	P02655
DB09130	P02656
DB09130	P05090
DB09130	P02649
DB09130	P02749
DB09130	P25311
DB09130	P02747
DB09130	P09871
DB09130	P01024
DB09130	P0C0L5
DB09130	P04003
DB09130	P01031
DB09130	P07358
DB09130	P02748
DB09130	P08603
DB09130	P05156
DB09130	P05452
DB09130	P10909
DB09130	P00734
DB09130	Q07021
DB09130	P06396
DB09130	P69905
DB09130	P68871
DB09130	P45973
DB09130	P00739
DB09130	P35858
DB09130	P01857
DB09130	P15814
DB09130	P19823
DB09130	P01042
DB09130	P04264
DB09130	P13645
DB09130	P35908
DB09130	P35527
DB09130	P02750
DB09130	P51884
DB09130	Q96PD5
DB09130	P00747
DB09130	P27169
DB09130	P02775
DB09130	P01009
DB09130	P29622
DB09130	P08185
DB09130	P05543
DB09130	P01008
DB09130	P05546
DB09130	P36955
DB09130	P08697
DB09130	P05155
DB09130	P02766
DB09130	P04004
DB09130	P51693
DB09131	P04070
DB09131	P04080
DB09140	P00395
DB09140	Q9Y5S8
DB09140	P69905
DB09140	P68871
DB09143	Q99835
DB09146	P69905
DB09148	P05067
DB09149	P05067
DB09151	P05067
DB09166	P14867
DB09166	P47869
DB09166	P34903
DB09166	P18507
DB09166	P25105
DB09167	P08908
DB09167	P28223
DB09167	P35367
DB09167	P11229
DB09167	P08172
DB09167	P20309
DB09167	P08173
DB09167	P08912
DB09167	P08913
DB09167	P18089
DB09167	P18825
DB09167	P35348
DB09167	P35368
DB09167	P25100
DB09167	P23975
DB09167	P31645
DB09185	P23975
DB09194	P08908
DB09198	P37231
DB09211	P34995
DB09211	P43116
DB09211	P43115
DB09211	P35408
DB09213	P35354
DB09213	P23219
DB09213	P10415
DB09213	P07204
DB09213	P00750
DB09213	P12104
DB09213	P37231
DB09213	P13569
DB09220	O60706
DB09238	Q13936
DB09238	Q01668
DB09238	O60840
DB09238	Q13698
DB09238	Q02641
DB09238	Q08289
DB09238	P54284
DB09238	O00305
DB09238	O43497
DB09238	O95180
DB09238	Q9P0X4
DB09242	P08913
DB09242	Q9Y2I1
DB09262	P11229
DB09262	P08172
DB09262	P20309
DB09265	P43220
DB09272	P35372
DB09272	P41143
DB09272	P41145
DB09279	P30556
DB09280	P13569
DB09283	P54750
DB09283	Q01064
DB09283	Q14123
DB09283	Q9Y233
DB09283	P27815
DB09283	Q07343
DB09283	Q08493
DB09283	Q08499
DB09283	Q9NP56
DB09283	O00408
DB09283	Q14432
DB09283	Q13370
DB09283	O76074
DB09283	P51160
DB09283	Q9HCR9
DB09283	Q13946
DB09283	O60658
DB09283	O95263
DB09283	O76083
DB09283	P16499
DB09283	P35913
DB09289	P31645
DB09290	P46098
DB09292	P08473
DB09300	P20309
DB09300	P08172
DB09304	P08913
DB09304	P18089
DB09304	P18825
DB09304	P08908
DB09304	P28222
DB09304	P28221
DB09304	P28566
DB09304	P30939
DB09304	P28223
DB09304	P41595
DB09304	P28335
DB09304	P46098
DB09304	O95264
DB09304	Q8WXA8
DB09304	Q70Z44
DB09304	A5X5Y0
DB09304	Q13639
DB09304	P50406
DB09304	P34969
DB09330	P00533
DB09351	P08588
DB09357	P20309
DB09389	P06401
DB09389	P18405
DB09389	P10275
DB09396	P35372
DB09396	P41145
DB09396	P41143
DB09409	Q05586
DB09409	Q12879
DB09409	Q13224
DB09409	Q14957
DB09409	O15399
DB09409	Q8TCU5
DB09409	O60391
DB09421	P34981
DB09460	P00915
DB09460	P00918
DB09460	P22748
DB09460	Q16790
DB09462	Q03181
DB09462	O60760
DB09462	P09211
DB09462	Q9NZK7
DB09462	Q9NPH2
DB09462	P00325
DB09462	Q14643
DB09462	P09466
DB09462	P17050
DB09462	P37173
DB09462	P84077
DB09462	O43252
DB09462	O14717
DB09472	P00918
DB09472	P00915
DB09477	P12821
DB09477	P46663
DB09481	Q05586
DB09481	Q12879
DB09481	Q13224
DB09481	Q14957
DB09481	O15399
DB09481	Q8TCU5
DB09481	O60391
DB09488	P35367
DB09517	P02792
DB09517	P69905
DB09517	P68871
DB09526	P14679
DB09536	Q9UEW3
DB09552	P21283
DB09555	P35367
DB11071	P03372
DB11081	P00367
DB11085	P07202
DB11093	P41180
DB11093	P27797
DB11093	Q99828
DB11093	O75340
DB11093	P30626
DB11093	Q99653
DB11093	P09486
DB11093	P27824
DB11093	P35556
DB11093	P04271
DB11093	O14958
DB11093	Q15493
DB11093	Q9UBV8
DB11093	P06703
DB11093	P13693
DB11093	O75838
DB11093	Q99584
DB11093	P31415
DB11093	Q02818
DB11093	P80303
DB11093	P0DP23
DB11093	Q75N90
DB11093	P28676
DB11093	Q9ULU8
DB11093	P0DP24
DB11093	Q96FQ6
DB11093	P22676
DB11093	Q13938
DB11093	Q86UW7
DB11093	Q96L12
DB11093	Q9ULB1
DB11093	P62166
DB11121	P35499
DB11132	Q9UEW3
DB11136	P02787
DB11156	Q9HC97
DB11219	P06401
DB11219	P10275
DB11219	Q92731
DB11219	P03372
DB11348	P41180
DB11348	P27797
DB11348	Q99828
DB11348	O75340
DB11348	P30626
DB11348	Q99653
DB11348	P09486
DB11348	P27824
DB11348	P35556
DB11348	P04271
DB11348	O14958
DB11348	Q15493
DB11348	Q9UBV8
DB11348	P06703
DB11348	P13693
DB11348	O75838
DB11348	Q99584
DB11348	P31415
DB11348	Q02818
DB11348	P80303
DB11348	P0DP23
DB11348	Q75N90
DB11348	P28676
DB11348	Q9ULU8
DB11348	P0DP24
DB11348	Q96FQ6
DB11348	P22676
DB11348	Q13938
DB11348	Q86UW7
DB11348	Q96L12
DB11348	Q9ULB1
DB11348	P62166
DB11359	P02768
DB11362	P43119
DB11363	Q9UM73
DB11560	Q96S37
DB11560	Q9NSA0
DB11577	P35869
DB11581	P10415
DB11582	P14867
DB11582	P47869
DB11582	P34903
DB11582	P48169
DB11582	P31644
DB11582	Q16445
DB11582	P18505
DB11582	P47870
DB11582	P28472
DB11582	O14764
DB11582	P78334
DB11582	Q8N1C3
DB11582	P18507
DB11582	Q99928
DB11582	O00591
DB11582	Q9UN88
DB11582	P23415
DB11582	O14788
DB11591	P35367
DB11611	P20701
DB11614	P25105
DB11614	P35367
DB11691	P35372
DB11691	P41143
DB11691	P41145
DB11699	P46098
DB11730	P11802
DB11730	Q00534
DB11737	P00533
DB11793	P09874
DB11793	Q9UGN5
DB11828	P00533
DB11994	Q13133
DB11994	P55055
DB11994	P09917
DB11994	P05177
DB11994	P08684
DB11994	Q9HB55
DB11994	P20815
DB11994	P24462
DB11994	P05181
DB11994	P11712
DB11994	P10635
DB12001	P11802
DB12001	Q00534
DB12095	Q8IWU9
DB12095	P17752
DB12332	P09874
DB12332	Q9UGN5
DB12332	Q9Y6F1
DB12483	P42336
DB12483	O00329
DB12598	P00734
DB12598	P00742
DB12598	P00748
DB12598	P07477
DB12598	P06870
DB12598	P05362
DB13025	P14416
DB13025	P35462
DB13025	P08908
DB13025	P28222
DB13025	P28221
DB13025	P28566
DB13025	P30939
DB13025	P28223
DB13025	P41595
DB13025	P28335
DB13025	P46098
DB13025	O95264
DB13025	Q8WXA8
DB13025	Q70Z44
DB13025	A5X5Y0
DB13025	Q13639
DB13025	P50406
DB13025	P34969
DB13025	P35348
DB13025	P35368
DB13025	P25100
DB13025	P08913
DB13025	P18089
DB13025	P18825
DB13025	P35367
DB13139	P07550
DB13154	P35499
DB13155	P10275
DB13158	P04150
DB13164	P00533
DB13165	Q13464
DB13165	O75116
DB13167	P35354
DB13170	P33402
DB13179	O75469
DB13872	P47869
DB13872	P18507
DB13872	P34903
DB13872	P31644
DB13872	P14867
DB13873	Q07869
DB13874	P48735
